matrix_row,meter_id_hash,service_point_id_hash,feeder_id_hash,dt_id_hash,locality,consumer_category,premise_subtype
186,MTR_000187_HASH,SP_000187_HASH,FDR_011_HASH,DT_0041_HASH,Rajajinagar,RESIDENTIAL,2BHK_SMALL_FAMILY
187,MTR_000188_HASH,SP_000188_HASH,FDR_005_HASH,DT_0020_HASH,Whitefield,APARTMENT_COMMON_AREA,APARTMENT_COMMON_PUMP_LIFT
188,MTR_000189_HASH,SP_000189_HASH,FDR_009_HASH,DT_0039_HASH,Yelahanka,RESIDENTIAL,1BHK_SINGLE_OR_COUPLE
189,MTR_000190_HASH,SP_000190_HASH,FDR_004_HASH,DT_0019_HASH,Koramangala,COMMERCIAL,RESTAURANT_CAFE
190,MTR_000191_HASH,SP_000191_HASH,FDR_011_HASH,DT_0101_HASH,Rajajinagar,RESIDENTIAL,4BHK_VILLA_HIGH_LOAD
191,MTR_000192_HASH,SP_000192_HASH,FDR_008_HASH,DT_0008_HASH,Hebbal,RESIDENTIAL,2BHK_SMALL_FAMILY
192,MTR_000193_HASH,SP_000193_HASH,FDR_011_HASH,DT_0101_HASH,Rajajinagar,SMALL_INDUSTRY,GARMENT_UNIT
193,MTR_000194_HASH,SP_000194_HASH,FDR_007_HASH,DT_0082_HASH,Electronic City,RESIDENTIAL,3BHK_FAMILY
194,MTR_000195_HASH,SP_000195_HASH,FDR_009_HASH,DT_0099_HASH,Yelahanka,RESIDENTIAL,3BHK_FAMILY
195,MTR_000196_HASH,SP_000196_HASH,FDR_007_HASH,DT_0112_HASH,Electronic City,COMMERCIAL,RESTAURANT_CAFE
196,MTR_000197_HASH,SP_000197_HASH,FDR_010_HASH,DT_0025_HASH,Banashankari,RESIDENTIAL,2BHK_SMALL_FAMILY
197,MTR_000198_HASH,SP_000198_HASH,FDR_008_HASH,DT_0068_HASH,Hebbal,RESIDENTIAL,2BHK_SMALL_FAMILY
198,MTR_000199_HASH,SP_000199_HASH,FDR_012_HASH,DT_0117_HASH,KR Puram,RESIDENTIAL,2BHK_SMALL_FAMILY
199,MTR_000200_HASH,SP_000200_HASH,FDR_001_HASH,DT_0091_HASH,Indiranagar,COMMERCIAL,KIRANA_RETAIL_SHOP
200,MTR_000201_HASH,SP_000201_HASH,FDR_003_HASH,DT_0048_HASH,Jayanagar,RESIDENTIAL,3BHK_FAMILY
201,MTR_000202_HASH,SP_000202_HASH,FDR_008_HASH,DT_0053_HASH,Hebbal,COMMERCIAL,RESTAURANT_CAFE
202,MTR_000203_HASH,SP_000203_HASH,FDR_007_HASH,DT_0082_HASH,Electronic City,SMALL_INDUSTRY,SMALL_PACKAGING_UNIT
203,MTR_000204_HASH,SP_000204_HASH,FDR_007_HASH,DT_0097_HASH,Electronic City,SMALL_INDUSTRY,GARMENT_UNIT
204,MTR_000205_HASH,SP_000205_HASH,FDR_004_HASH,DT_0019_HASH,Koramangala,COMMERCIAL,SUPERMARKET_MINI_MART
205,MTR_000206_HASH,SP_000206_HASH,FDR_007_HASH,DT_0067_HASH,Electronic City,SMALL_INDUSTRY,COLD_STORAGE
206,MTR_000207_HASH,SP_000207_HASH,FDR_006_HASH,DT_0081_HASH,Peenya,SMALL_INDUSTRY,GARMENT_UNIT
207,MTR_000208_HASH,SP_000208_HASH,FDR_013_HASH,DT_0088_HASH,Indiranagar,RESIDENTIAL,3BHK_FAMILY
208,MTR_000209_HASH,SP_000209_HASH,FDR_013_HASH,DT_0118_HASH,Indiranagar,COMMERCIAL,RESTAURANT_CAFE
209,MTR_000210_HASH,SP_000210_HASH,FDR_009_HASH,DT_0054_HASH,Yelahanka,RESIDENTIAL,2BHK_SMALL_FAMILY
210,MTR_000211_HASH,SP_000211_HASH,FDR_013_HASH,DT_0013_HASH,Indiranagar,COMMERCIAL,RESTAURANT_CAFE
211,MTR_000212_HASH,SP_000212_HASH,FDR_010_HASH,DT_0010_HASH,Banashankari,COMMERCIAL,BAKERY
212,MTR_000213_HASH,SP_000213_HASH,FDR_013_HASH,DT_0043_HASH,Indiranagar,RESIDENTIAL,3BHK_FAMILY
213,MTR_000214_HASH,SP_000214_HASH,FDR_002_HASH,DT_0077_HASH,Domlur,RESIDENTIAL,2BHK_SMALL_FAMILY
214,MTR_000215_HASH,SP_000215_HASH,FDR_011_HASH,DT_0056_HASH,Rajajinagar,COMMERCIAL,SALON
215,MTR_000216_HASH,SP_000216_HASH,FDR_008_HASH,DT_0008_HASH,Hebbal,RESIDENTIAL,1BHK_SINGLE_OR_COUPLE
216,MTR_000217_HASH,SP_000217_HASH,FDR_005_HASH,DT_0080_HASH,Whitefield,RESIDENTIAL,2BHK_SMALL_FAMILY
217,MTR_000218_HASH,SP_000218_HASH,FDR_008_HASH,DT_0008_HASH,Hebbal,RESIDENTIAL,3BHK_FAMILY
218,MTR_000219_HASH,SP_000219_HASH,FDR_013_HASH,DT_0073_HASH,Indiranagar,RESIDENTIAL,3BHK_FAMILY
219,MTR_000220_HASH,SP_000220_HASH,FDR_014_HASH,DT_0089_HASH,Domlur,COMMERCIAL,BAKERY
220,MTR_000221_HASH,SP_000221_HASH,FDR_002_HASH,DT_0032_HASH,Domlur,RESIDENTIAL,3BHK_FAMILY
221,MTR_000222_HASH,SP_000222_HASH,FDR_015_HASH,DT_0045_HASH,Jayanagar,RESIDENTIAL,4BHK_VILLA_HIGH_LOAD
222,MTR_000223_HASH,SP_000223_HASH,FDR_001_HASH,DT_0106_HASH,Indiranagar,COMMERCIAL,SMALL_OFFICE
223,MTR_000224_HASH,SP_000224_HASH,FDR_011_HASH,DT_0041_HASH,Rajajinagar,RESIDENTIAL,2BHK_SMALL_FAMILY
224,MTR_000225_HASH,SP_000225_HASH,FDR_004_HASH,DT_0079_HASH,Koramangala,RESIDENTIAL,3BHK_FAMILY
225,MTR_000226_HASH,SP_000226_HASH,FDR_013_HASH,DT_0088_HASH,Indiranagar,RESIDENTIAL,2BHK_SMALL_FAMILY
226,MTR_000227_HASH,SP_000227_HASH,FDR_011_HASH,DT_0041_HASH,Rajajinagar,RESIDENTIAL,2BHK_SMALL_FAMILY
227,MTR_000228_HASH,SP_000228_HASH,FDR_004_HASH,DT_0034_HASH,Koramangala,RESIDENTIAL,3BHK_FAMILY
228,MTR_000229_HASH,SP_000229_HASH,FDR_012_HASH,DT_0057_HASH,KR Puram,RESIDENTIAL,3BHK_FAMILY
229,MTR_000230_HASH,SP_000230_HASH,FDR_006_HASH,DT_0081_HASH,Peenya,SMALL_INDUSTRY,WELDING_WORKSHOP
230,MTR_000231_HASH,SP_000231_HASH,FDR_009_HASH,DT_0084_HASH,Yelahanka,RESIDENTIAL,1BHK_SINGLE_OR_COUPLE
231,MTR_000232_HASH,SP_000232_HASH,FDR_006_HASH,DT_0096_HASH,Peenya,RESIDENTIAL,PG_OR_HOSTEL
232,MTR_000233_HASH,SP_000233_HASH,FDR_011_HASH,DT_0056_HASH,Rajajinagar,COMMERCIAL,CLINIC
233,MTR_000234_HASH,SP_000234_HASH,FDR_009_HASH,DT_0024_HASH,Yelahanka,SMALL_INDUSTRY,MACHINE_SHOP
234,MTR_000235_HASH,SP_000235_HASH,FDR_007_HASH,DT_0022_HASH,Electronic City,SMALL_INDUSTRY,SMALL_PACKAGING_UNIT
235,MTR_000236_HASH,SP_000236_HASH,FDR_014_HASH,DT_0044_HASH,Domlur,COMMERCIAL,SMALL_OFFICE
236,MTR_000237_HASH,SP_000237_HASH,FDR_004_HASH,DT_0034_HASH,Koramangala,COMMERCIAL,RESTAURANT_CAFE
237,MTR_000238_HASH,SP_000238_HASH,FDR_011_HASH,DT_0026_HASH,Rajajinagar,RESIDENTIAL,3BHK_FAMILY
238,MTR_000239_HASH,SP_000239_HASH,FDR_005_HASH,DT_0065_HASH,Whitefield,RESIDENTIAL,PG_OR_HOSTEL
239,MTR_000240_HASH,SP_000240_HASH,FDR_013_HASH,DT_0103_HASH,Indiranagar,COMMERCIAL,RESTAURANT_CAFE
240,MTR_000241_HASH,SP_000241_HASH,FDR_012_HASH,DT_0027_HASH,KR Puram,COMMERCIAL,KIRANA_RETAIL_SHOP
241,MTR_000242_HASH,SP_000242_HASH,FDR_009_HASH,DT_0009_HASH,Yelahanka,RESIDENTIAL,4BHK_VILLA_HIGH_LOAD
242,MTR_000243_HASH,SP_000243_HASH,FDR_009_HASH,DT_0024_HASH,Yelahanka,RESIDENTIAL,2BHK_SMALL_FAMILY
243,MTR_000244_HASH,SP_000244_HASH,FDR_007_HASH,DT_0052_HASH,Electronic City,RESIDENTIAL,3BHK_FAMILY
244,MTR_000245_HASH,SP_000245_HASH,FDR_009_HASH,DT_0069_HASH,Yelahanka,RESIDENTIAL,4BHK_VILLA_HIGH_LOAD
245,MTR_000246_HASH,SP_000246_HASH,FDR_003_HASH,DT_0033_HASH,Jayanagar,RESIDENTIAL,1BHK_SINGLE_OR_COUPLE
246,MTR_000247_HASH,SP_000247_HASH,FDR_009_HASH,DT_0009_HASH,Yelahanka,PUBLIC_LIGHTING,STREET_LIGHTING_FEED
247,MTR_000248_HASH,SP_000248_HASH,FDR_006_HASH,DT_0006_HASH,Peenya,SMALL_INDUSTRY,MACHINE_SHOP
248,MTR_000249_HASH,SP_000249_HASH,FDR_010_HASH,DT_0085_HASH,Banashankari,RESIDENTIAL,4BHK_VILLA_HIGH_LOAD
249,MTR_000250_HASH,SP_000250_HASH,FDR_005_HASH,DT_0095_HASH,Whitefield,RESIDENTIAL,3BHK_FAMILY
250,MTR_000251_HASH,SP_000251_HASH,FDR_004_HASH,DT_0079_HASH,Koramangala,RESIDENTIAL,3BHK_FAMILY
251,MTR_000252_HASH,SP_000252_HASH,FDR_015_HASH,DT_0015_HASH,Jayanagar,RESIDENTIAL,3BHK_FAMILY
252,MTR_000253_HASH,SP_000253_HASH,FDR_003_HASH,DT_0108_HASH,Jayanagar,RESIDENTIAL,3BHK_FAMILY
253,MTR_000254_HASH,SP_000254_HASH,FDR_010_HASH,DT_0040_HASH,Banashankari,RESIDENTIAL,3BHK_FAMILY
254,MTR_000255_HASH,SP_000255_HASH,FDR_006_HASH,DT_0096_HASH,Peenya,SMALL_INDUSTRY,SMALL_PACKAGING_UNIT
255,MTR_000256_HASH,SP_000256_HASH,FDR_005_HASH,DT_0095_HASH,Whitefield,SMALL_INDUSTRY,COLD_STORAGE
256,MTR_000257_HASH,SP_000257_HASH,FDR_004_HASH,DT_0109_HASH,Koramangala,RESIDENTIAL,2BHK_SMALL_FAMILY
257,MTR_000258_HASH,SP_000258_HASH,FDR_008_HASH,DT_0023_HASH,Hebbal,RESIDENTIAL,PG_OR_HOSTEL
258,MTR_000259_HASH,SP_000259_HASH,FDR_004_HASH,DT_0019_HASH,Koramangala,RESIDENTIAL,2BHK_SMALL_FAMILY
259,MTR_000260_HASH,SP_000260_HASH,FDR_005_HASH,DT_0080_HASH,Whitefield,RESIDENTIAL,2BHK_SMALL_FAMILY
260,MTR_000261_HASH,SP_000261_HASH,FDR_005_HASH,DT_0020_HASH,Whitefield,RESIDENTIAL,4BHK_VILLA_HIGH_LOAD
261,MTR_000262_HASH,SP_000262_HASH,FDR_002_HASH,DT_0017_HASH,Domlur,COMMERCIAL,KIRANA_RETAIL_SHOP
262,MTR_000263_HASH,SP_000263_HASH,FDR_007_HASH,DT_0082_HASH,Electronic City,COMMERCIAL,SMALL_OFFICE
263,MTR_000264_HASH,SP_000264_HASH,FDR_002_HASH,DT_0002_HASH,Domlur,COMMERCIAL,SMALL_OFFICE
264,MTR_000265_HASH,SP_000265_HASH,FDR_014_HASH,DT_0104_HASH,Domlur,SMALL_INDUSTRY,GARMENT_UNIT
265,MTR_000266_HASH,SP_000266_HASH,FDR_013_HASH,DT_0103_HASH,Indiranagar,RESIDENTIAL,1BHK_SINGLE_OR_COUPLE
266,MTR_000267_HASH,SP_000267_HASH,FDR_012_HASH,DT_0087_HASH,KR Puram,COMMERCIAL,SUPERMARKET_MINI_MART
267,MTR_000268_HASH,SP_000268_HASH,FDR_005_HASH,DT_0050_HASH,Whitefield,SMALL_INDUSTRY,GARMENT_UNIT
268,MTR_000269_HASH,SP_000269_HASH,FDR_008_HASH,DT_0053_HASH,Hebbal,RESIDENTIAL,2BHK_SMALL_FAMILY
269,MTR_000270_HASH,SP_000270_HASH,FDR_007_HASH,DT_0082_HASH,Electronic City,RESIDENTIAL,1BHK_SINGLE_OR_COUPLE
270,MTR_000271_HASH,SP_000271_HASH,FDR_010_HASH,DT_0070_HASH,Banashankari,RESIDENTIAL,3BHK_FAMILY
271,MTR_000272_HASH,SP_000272_HASH,FDR_006_HASH,DT_0066_HASH,Peenya,RESIDENTIAL,2BHK_SMALL_FAMILY
272,MTR_000273_HASH,SP_000273_HASH,FDR_004_HASH,DT_0049_HASH,Koramangala,COMMERCIAL,CLINIC
273,MTR_000274_HASH,SP_000274_HASH,FDR_015_HASH,DT_0105_HASH,Jayanagar,RESIDENTIAL,3BHK_FAMILY
274,MTR_000275_HASH,SP_000275_HASH,FDR_014_HASH,DT_0014_HASH,Domlur,RESIDENTIAL,3BHK_FAMILY
275,MTR_000276_HASH,SP_000276_HASH,FDR_008_HASH,DT_0008_HASH,Hebbal,RESIDENTIAL,1BHK_SINGLE_OR_COUPLE
276,MTR_000277_HASH,SP_000277_HASH,FDR_005_HASH,DT_0095_HASH,Whitefield,RESIDENTIAL,4BHK_VILLA_HIGH_LOAD
277,MTR_000278_HASH,SP_000278_HASH,FDR_012_HASH,DT_0057_HASH,KR Puram,RESIDENTIAL,3BHK_FAMILY
278,MTR_000279_HASH,SP_000279_HASH,FDR_006_HASH,DT_0096_HASH,Peenya,COMMERCIAL,SMALL_OFFICE
279,MTR_000280_HASH,SP_000280_HASH,FDR_012_HASH,DT_0087_HASH,KR Puram,RESIDENTIAL,2BHK_SMALL_FAMILY
280,MTR_000281_HASH,SP_000281_HASH,FDR_011_HASH,DT_0011_HASH,Rajajinagar,RESIDENTIAL,1BHK_SINGLE_OR_COUPLE
281,MTR_000282_HASH,SP_000282_HASH,FDR_009_HASH,DT_0114_HASH,Yelahanka,SMALL_INDUSTRY,WELDING_WORKSHOP
282,MTR_000283_HASH,SP_000283_HASH,FDR_003_HASH,DT_0078_HASH,Jayanagar,RESIDENTIAL,1BHK_SINGLE_OR_COUPLE
283,MTR_000284_HASH,SP_000284_HASH,FDR_010_HASH,DT_0010_HASH,Banashankari,RESIDENTIAL,2BHK_SMALL_FAMILY
284,MTR_000285_HASH,SP_000285_HASH,FDR_004_HASH,DT_0064_HASH,Koramangala,PUBLIC_LIGHTING,STREET_LIGHTING_FEED
285,MTR_000286_HASH,SP_000286_HASH,FDR_004_HASH,DT_0109_HASH,Koramangala,COMMERCIAL,KIRANA_RETAIL_SHOP
286,MTR_000287_HASH,SP_000287_HASH,FDR_010_HASH,DT_0085_HASH,Banashankari,RESIDENTIAL,PG_OR_HOSTEL
287,MTR_000288_HASH,SP_000288_HASH,FDR_012_HASH,DT_0102_HASH,KR Puram,RESIDENTIAL,2BHK_SMALL_FAMILY
288,MTR_000289_HASH,SP_000289_HASH,FDR_011_HASH,DT_0116_HASH,Rajajinagar,COMMERCIAL,KIRANA_RETAIL_SHOP
289,MTR_000290_HASH,SP_000290_HASH,FDR_009_HASH,DT_0099_HASH,Yelahanka,RESIDENTIAL,4BHK_VILLA_HIGH_LOAD
290,MTR_000291_HASH,SP_000291_HASH,FDR_008_HASH,DT_0113_HASH,Hebbal,RESIDENTIAL,1BHK_SINGLE_OR_COUPLE
291,MTR_000292_HASH,SP_000292_HASH,FDR_008_HASH,DT_0038_HASH,Hebbal,RESIDENTIAL,3BHK_FAMILY
292,MTR_000293_HASH,SP_000293_HASH,FDR_012_HASH,DT_0057_HASH,KR Puram,RESIDENTIAL,2BHK_SMALL_FAMILY
293,MTR_000294_HASH,SP_000294_HASH,FDR_004_HASH,DT_0109_HASH,Koramangala,RESIDENTIAL,3BHK_FAMILY
294,MTR_000295_HASH,SP_000295_HASH,FDR_013_HASH,DT_0043_HASH,Indiranagar,RESIDENTIAL,1BHK_SINGLE_OR_COUPLE
295,MTR_000296_HASH,SP_000296_HASH,FDR_005_HASH,DT_0080_HASH,Whitefield,RESIDENTIAL,4BHK_VILLA_HIGH_LOAD
296,MTR_000297_HASH,SP_000297_HASH,FDR_005_HASH,DT_0035_HASH,Whitefield,COMMERCIAL,SUPERMARKET_MINI_MART
297,MTR_000298_HASH,SP_000298_HASH,FDR_012_HASH,DT_0027_HASH,KR Puram,RESIDENTIAL,PG_OR_HOSTEL
298,MTR_000299_HASH,SP_000299_HASH,FDR_014_HASH,DT_0029_HASH,Domlur,SMALL_INDUSTRY,COLD_STORAGE
299,MTR_000300_HASH,SP_000300_HASH,FDR_012_HASH,DT_0027_HASH,KR Puram,RESIDENTIAL,3BHK_FAMILY
300,MTR_000301_HASH,SP_000301_HASH,FDR_006_HASH,DT_0066_HASH,Peenya,SMALL_INDUSTRY,SMALL_PACKAGING_UNIT
301,MTR_000302_HASH,SP_000302_HASH,FDR_014_HASH,DT_0059_HASH,Domlur,COMMERCIAL,KIRANA_RETAIL_SHOP
302,MTR_000303_HASH,SP_000303_HASH,FDR_012_HASH,DT_0057_HASH,KR Puram,RESIDENTIAL,PG_OR_HOSTEL
303,MTR_000304_HASH,SP_000304_HASH,FDR_001_HASH,DT_0016_HASH,Indiranagar,APARTMENT_COMMON_AREA,GATED_COMMUNITY_COMMON_AREA
304,MTR_000305_HASH,SP_000305_HASH,FDR_007_HASH,DT_0097_HASH,Electronic City,RESIDENTIAL,2BHK_SMALL_FAMILY
305,MTR_000306_HASH,SP_000306_HASH,FDR_015_HASH,DT_0075_HASH,Jayanagar,COMMERCIAL,SMALL_OFFICE
306,MTR_000307_HASH,SP_000307_HASH,FDR_003_HASH,DT_0093_HASH,Jayanagar,COMMERCIAL,SMALL_OFFICE
307,MTR_000308_HASH,SP_000308_HASH,FDR_013_HASH,DT_0013_HASH,Indiranagar,RESIDENTIAL,2BHK_SMALL_FAMILY
308,MTR_000309_HASH,SP_000309_HASH,FDR_008_HASH,DT_0083_HASH,Hebbal,APARTMENT_COMMON_AREA,APARTMENT_COMMON_PUMP_LIFT
309,MTR_000310_HASH,SP_000310_HASH,FDR_009_HASH,DT_0054_HASH,Yelahanka,RESIDENTIAL,2BHK_SMALL_FAMILY
310,MTR_000311_HASH,SP_000311_HASH,FDR_011_HASH,DT_0056_HASH,Rajajinagar,RESIDENTIAL,2BHK_SMALL_FAMILY
311,MTR_000312_HASH,SP_000312_HASH,FDR_004_HASH,DT_0034_HASH,Koramangala,RESIDENTIAL,2BHK_SMALL_FAMILY
312,MTR_000313_HASH,SP_000313_HASH,FDR_013_HASH,DT_0088_HASH,Indiranagar,COMMERCIAL,SALON
313,MTR_000314_HASH,SP_000314_HASH,FDR_009_HASH,DT_0069_HASH,Yelahanka,RESIDENTIAL,2BHK_SMALL_FAMILY
314,MTR_000315_HASH,SP_000315_HASH,FDR_012_HASH,DT_0012_HASH,KR Puram,COMMERCIAL,SUPERMARKET_MINI_MART
315,MTR_000316_HASH,SP_000316_HASH,FDR_010_HASH,DT_0085_HASH,Banashankari,RESIDENTIAL,2BHK_SMALL_FAMILY
316,MTR_000317_HASH,SP_000317_HASH,FDR_011_HASH,DT_0071_HASH,Rajajinagar,COMMERCIAL,CLINIC
317,MTR_000318_HASH,SP_000318_HASH,FDR_002_HASH,DT_0092_HASH,Domlur,RESIDENTIAL,3BHK_FAMILY
318,MTR_000319_HASH,SP_000319_HASH,FDR_006_HASH,DT_0066_HASH,Peenya,RESIDENTIAL,2BHK_SMALL_FAMILY
319,MTR_000320_HASH,SP_000320_HASH,FDR_008_HASH,DT_0083_HASH,Hebbal,RESIDENTIAL,2BHK_SMALL_FAMILY
320,MTR_000321_HASH,SP_000321_HASH,FDR_004_HASH,DT_0019_HASH,Koramangala,RESIDENTIAL,4BHK_VILLA_HIGH_LOAD
321,MTR_000322_HASH,SP_000322_HASH,FDR_004_HASH,DT_0004_HASH,Koramangala,RESIDENTIAL,2BHK_SMALL_FAMILY
322,MTR_000323_HASH,SP_000323_HASH,FDR_002_HASH,DT_0107_HASH,Domlur,SMALL_INDUSTRY,WELDING_WORKSHOP
323,MTR_000324_HASH,SP_000324_HASH,FDR_013_HASH,DT_0028_HASH,Indiranagar,RESIDENTIAL,4BHK_VILLA_HIGH_LOAD
324,MTR_000325_HASH,SP_000325_HASH,FDR_009_HASH,DT_0039_HASH,Yelahanka,RESIDENTIAL,3BHK_FAMILY
325,MTR_000326_HASH,SP_000326_HASH,FDR_003_HASH,DT_0078_HASH,Jayanagar,APARTMENT_COMMON_AREA,GATED_COMMUNITY_COMMON_AREA
326,MTR_000327_HASH,SP_000327_HASH,FDR_009_HASH,DT_0009_HASH,Yelahanka,RESIDENTIAL,PG_OR_HOSTEL
327,MTR_000328_HASH,SP_000328_HASH,FDR_009_HASH,DT_0069_HASH,Yelahanka,RESIDENTIAL,2BHK_SMALL_FAMILY
328,MTR_000329_HASH,SP_000329_HASH,FDR_003_HASH,DT_0093_HASH,Jayanagar,RESIDENTIAL,1BHK_SINGLE_OR_COUPLE
329,MTR_000330_HASH,SP_000330_HASH,FDR_011_HASH,DT_0116_HASH,Rajajinagar,RESIDENTIAL,1BHK_SINGLE_OR_COUPLE
330,MTR_000331_HASH,SP_000331_HASH,FDR_004_HASH,DT_0079_HASH,Koramangala,COMMERCIAL,RESTAURANT_CAFE
331,MTR_000332_HASH,SP_000332_HASH,FDR_014_HASH,DT_0059_HASH,Domlur,COMMERCIAL,SMALL_OFFICE
332,MTR_000333_HASH,SP_000333_HASH,FDR_008_HASH,DT_0008_HASH,Hebbal,SMALL_INDUSTRY,COLD_STORAGE
333,MTR_000334_HASH,SP_000334_HASH,FDR_005_HASH,DT_0050_HASH,Whitefield,RESIDENTIAL,1BHK_SINGLE_OR_COUPLE
334,MTR_000335_HASH,SP_000335_HASH,FDR_005_HASH,DT_0050_HASH,Whitefield,RESIDENTIAL,2BHK_SMALL_FAMILY
335,MTR_000336_HASH,SP_000336_HASH,FDR_008_HASH,DT_0083_HASH,Hebbal,RESIDENTIAL,3BHK_FAMILY
336,MTR_000337_HASH,SP_000337_HASH,FDR_007_HASH,DT_0022_HASH,Electronic City,RESIDENTIAL,2BHK_SMALL_FAMILY
337,MTR_000338_HASH,SP_000338_HASH,FDR_015_HASH,DT_0090_HASH,Jayanagar,APARTMENT_COMMON_AREA,GATED_COMMUNITY_COMMON_AREA
338,MTR_000339_HASH,SP_000339_HASH,FDR_005_HASH,DT_0110_HASH,Whitefield,COMMERCIAL,KIRANA_RETAIL_SHOP
339,MTR_000340_HASH,SP_000340_HASH,FDR_003_HASH,DT_0048_HASH,Jayanagar,COMMERCIAL,BAKERY
340,MTR_000341_HASH,SP_000341_HASH,FDR_005_HASH,DT_0050_HASH,Whitefield,RESIDENTIAL,2BHK_SMALL_FAMILY
341,MTR_000342_HASH,SP_000342_HASH,FDR_014_HASH,DT_0014_HASH,Domlur,COMMERCIAL,KIRANA_RETAIL_SHOP
342,MTR_000343_HASH,SP_000343_HASH,FDR_009_HASH,DT_0069_HASH,Yelahanka,RESIDENTIAL,4BHK_VILLA_HIGH_LOAD
343,MTR_000344_HASH,SP_000344_HASH,FDR_004_HASH,DT_0079_HASH,Koramangala,COMMERCIAL,KIRANA_RETAIL_SHOP
344,MTR_000345_HASH,SP_000345_HASH,FDR_012_HASH,DT_0102_HASH,KR Puram,COMMERCIAL,KIRANA_RETAIL_SHOP
345,MTR_000346_HASH,SP_000346_HASH,FDR_014_HASH,DT_0029_HASH,Domlur,RESIDENTIAL,2BHK_SMALL_FAMILY
346,MTR_000347_HASH,SP_000347_HASH,FDR_009_HASH,DT_0054_HASH,Yelahanka,RESIDENTIAL,4BHK_VILLA_HIGH_LOAD
347,MTR_000348_HASH,SP_000348_HASH,FDR_009_HASH,DT_0009_HASH,Yelahanka,RESIDENTIAL,2BHK_SMALL_FAMILY
348,MTR_000349_HASH,SP_000349_HASH,FDR_011_HASH,DT_0056_HASH,Rajajinagar,RESIDENTIAL,1BHK_SINGLE_OR_COUPLE
349,MTR_000350_HASH,SP_000350_HASH,FDR_012_HASH,DT_0102_HASH,KR Puram,RESIDENTIAL,2BHK_SMALL_FAMILY
350,MTR_000351_HASH,SP_000351_HASH,FDR_006_HASH,DT_0081_HASH,Peenya,COMMERCIAL,RESTAURANT_CAFE
351,MTR_000352_HASH,SP_000352_HASH,FDR_002_HASH,DT_0077_HASH,Domlur,COMMERCIAL,SUPERMARKET_MINI_MART
352,MTR_000353_HASH,SP_000353_HASH,FDR_007_HASH,DT_0007_HASH,Electronic City,COMMERCIAL,SMALL_OFFICE
353,MTR_000354_HASH,SP_000354_HASH,FDR_008_HASH,DT_0113_HASH,Hebbal,RESIDENTIAL,1BHK_SINGLE_OR_COUPLE
354,MTR_000355_HASH,SP_000355_HASH,FDR_007_HASH,DT_0007_HASH,Electronic City,RESIDENTIAL,2BHK_SMALL_FAMILY
355,MTR_000356_HASH,SP_000356_HASH,FDR_007_HASH,DT_0097_HASH,Electronic City,RESIDENTIAL,2BHK_SMALL_FAMILY
356,MTR_000357_HASH,SP_000357_HASH,FDR_004_HASH,DT_0004_HASH,Koramangala,COMMERCIAL,CLINIC
357,MTR_000358_HASH,SP_000358_HASH,FDR_008_HASH,DT_0068_HASH,Hebbal,RESIDENTIAL,PG_OR_HOSTEL
358,MTR_000359_HASH,SP_000359_HASH,FDR_005_HASH,DT_0095_HASH,Whitefield,RESIDENTIAL,2BHK_SMALL_FAMILY
359,MTR_000360_HASH,SP_000360_HASH,FDR_004_HASH,DT_0034_HASH,Koramangala,COMMERCIAL,KIRANA_RETAIL_SHOP
