case_truth_id,meter_id_hash,primary_label,all_labels,is_suspicious_truth,root_cause_truth,recommended_team_truth,label_source,notes
TRUTH_000117,MTR_000117_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000118,MTR_000118_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000119,MTR_000119_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000120,MTR_000120_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000121,MTR_000121_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000122,MTR_000122_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000123,MTR_000123_HASH,multi_signal_confirmed_suspected_loss,multi_signal_confirmed_suspected_loss,1,multi_signal_suspected_loss_or_meter_irregularity,Vigilance,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000124,MTR_000124_HASH,multi_signal_confirmed_suspected_loss,multi_signal_confirmed_suspected_loss,1,multi_signal_suspected_loss_or_meter_irregularity,Vigilance,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000125,MTR_000125_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000126,MTR_000126_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000127,MTR_000127_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000128,MTR_000128_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000129,MTR_000129_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000130,MTR_000130_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000131,MTR_000131_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000132,MTR_000132_HASH,multi_signal_confirmed_suspected_loss,multi_signal_confirmed_suspected_loss,1,multi_signal_suspected_loss_or_meter_irregularity,Vigilance,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000133,MTR_000133_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000134,MTR_000134_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000135,MTR_000135_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000136,MTR_000136_HASH,watchlist_monitor_not_inspection_ready,watchlist_monitor_not_inspection_ready,0,weak_signal_needs_more_evidence,Watchlist,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000137,MTR_000137_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000138,MTR_000138_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000139,MTR_000139_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000140,MTR_000140_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000141,MTR_000141_HASH,single_signal_probable_review,single_signal_probable_review,0,probable_suspicious_review_or_false_positive,Vigilance Review,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000142,MTR_000142_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000143,MTR_000143_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000144,MTR_000144_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000145,MTR_000145_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000146,MTR_000146_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000147,MTR_000147_HASH,single_signal_probable_review,single_signal_probable_review,0,probable_suspicious_review_or_false_positive,Vigilance Review,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000148,MTR_000148_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000149,MTR_000149_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000150,MTR_000150_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000151,MTR_000151_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000152,MTR_000152_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000153,MTR_000153_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000154,MTR_000154_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000155,MTR_000155_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000156,MTR_000156_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000157,MTR_000157_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000158,MTR_000158_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000159,MTR_000159_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000160,MTR_000160_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000161,MTR_000161_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000162,MTR_000162_HASH,watchlist_monitor_not_inspection_ready,watchlist_monitor_not_inspection_ready,0,weak_signal_needs_more_evidence,Watchlist,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000163,MTR_000163_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000164,MTR_000164_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000165,MTR_000165_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000166,MTR_000166_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000167,MTR_000167_HASH,single_signal_probable_review,single_signal_probable_review,1,probable_suspicious_review_or_false_positive,Vigilance Review,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000168,MTR_000168_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000169,MTR_000169_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000170,MTR_000170_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000171,MTR_000171_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000172,MTR_000172_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000173,MTR_000173_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000174,MTR_000174_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000175,MTR_000175_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000176,MTR_000176_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000177,MTR_000177_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000178,MTR_000178_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000179,MTR_000179_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000180,MTR_000180_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000181,MTR_000181_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000182,MTR_000182_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000183,MTR_000183_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000184,MTR_000184_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000185,MTR_000185_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000186,MTR_000186_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000187,MTR_000187_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000188,MTR_000188_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000189,MTR_000189_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000190,MTR_000190_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000191,MTR_000191_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000192,MTR_000192_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000193,MTR_000193_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000194,MTR_000194_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000195,MTR_000195_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000196,MTR_000196_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000197,MTR_000197_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000198,MTR_000198_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000199,MTR_000199_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000200,MTR_000200_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000201,MTR_000201_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000202,MTR_000202_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000203,MTR_000203_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000204,MTR_000204_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000205,MTR_000205_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000206,MTR_000206_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000207,MTR_000207_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000208,MTR_000208_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000209,MTR_000209_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000210,MTR_000210_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000211,MTR_000211_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000212,MTR_000212_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000213,MTR_000213_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000214,MTR_000214_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000215,MTR_000215_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000216,MTR_000216_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000217,MTR_000217_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000218,MTR_000218_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000219,MTR_000219_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000220,MTR_000220_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000221,MTR_000221_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000222,MTR_000222_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000223,MTR_000223_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000224,MTR_000224_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000225,MTR_000225_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000226,MTR_000226_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000227,MTR_000227_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000228,MTR_000228_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000229,MTR_000229_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000230,MTR_000230_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000231,MTR_000231_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000232,MTR_000232_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000233,MTR_000233_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000234,MTR_000234_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000235,MTR_000235_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000236,MTR_000236_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000237,MTR_000237_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000238,MTR_000238_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000239,MTR_000239_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000240,MTR_000240_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000241,MTR_000241_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000242,MTR_000242_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000243,MTR_000243_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000244,MTR_000244_HASH,single_signal_probable_review,single_signal_probable_review,1,probable_suspicious_review_or_false_positive,Vigilance Review,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
TRUTH_000245,MTR_000245_HASH,normal,normal,0,normal_consumption,No field visit,SYNTHETIC_INJECTION_ONLY_DO_NOT_TRAIN_ON_THIS,Synthetic truth labels are evaluation-only; do not use as model features.
